"Unit";"Level";"TERYT";"Constituency";"List";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Citizenship";"Sex";"Age";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Endorsement";"Statement";"Elected";"Votes quantity";"Votes percent in constituency"
"podlaskie";"sejmik";"200000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"14";"Cylwik";"Jacek Przemysław";"PL";"M";"38";"206101";"podlaskie";"Białystok";;;"N";"1087";"1,17"
"podlaskie";"sejmik";"200000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"10";"Czykwin";"Mirosław Mikołaj";"PL";"M";"47";"206101";"podlaskie";"Białystok";;;"N";"1574";"1,70"
"podlaskie";"sejmik";"200000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"12";"Demianowicz";"Sebastian";"PL";"M";"28";"206101";"podlaskie";"Białystok";"popierany przez Zielonych 2004";;"N";"77";"0,08"
"podlaskie";"sejmik";"200000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"3";"Krzywicki";"Zbigniew Karol";"PL";"M";"62";"206101";"podlaskie";"Białystok";;;"N";"1798";"1,94"
"podlaskie";"sejmik";"200000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"4";"Linczuk";"Nadzieja";"PL";"K";"62";"206101";"podlaskie";"Białystok";;;"N";"438";"0,47"
"podlaskie";"sejmik";"200000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"6";"Misiuk";"Wiesława";"PL";"K";"53";"206101";"podlaskie";"Białystok";;;"N";"158";"0,17"
"podlaskie";"sejmik";"200000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"11";"Modzelewski";"Czesław";"PL";"M";"78";"200209";"podlaskie";"Supraśl";;;"N";"81";"0,09"
"podlaskie";"sejmik";"200000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"5";"Panek";"Robert Jan";"PL";"M";"77";"206101";"podlaskie";"Białystok";;;"N";"182";"0,20"
"podlaskie";"sejmik";"200000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"2";"Półjanowicz";"Jerzy";"PL";"M";"58";"200209";"podlaskie";"Zaścianki";;;"N";"2883";"3,11"
"podlaskie";"sejmik";"200000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"8";"Romańczuk";"Andrzej";"PL";"M";"36";"206101";"podlaskie";"Białystok";;;"N";"152";"0,16"
