"Unit";"Level";"TERYT";"Constituency";"List";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Citizenship";"Sex";"Age";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Endorsement";"Statement";"Elected";"Votes quantity";"Votes percent in constituency"
"zachodniopomorskie";"sejmik";"320000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"4";"Barański";"Jerzy Aleksander";"PL";"M";"58";"326201";"zachodniopomorskie";"Szczecin";;;"N";"1184";"0,87"
"zachodniopomorskie";"sejmik";"320000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"15";"Borkowski";"Bartosz Jerzy";"PL";"M";"22";"326201";"zachodniopomorskie";"Szczecin";;;"N";"479";"0,35"
"zachodniopomorskie";"sejmik";"320000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"5";"Dadej";"Mariusz Leszek";"PL";"M";"43";"321104";"zachodniopomorskie";"Trzebież";;;"N";"299";"0,22"
"zachodniopomorskie";"sejmik";"320000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"11";"Graczyk";"Zbigniew Florian";"PL";"M";"61";"326201";"zachodniopomorskie";"Szczecin";;;"N";"485";"0,36"
"zachodniopomorskie";"sejmik";"320000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"7";"Iwko";"Stanisław";"PL";"M";"63";"326201";"zachodniopomorskie";"Szczecin";;;"N";"527";"0,39"
"zachodniopomorskie";"sejmik";"320000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"10";"Jekiel";"Jacek Jerzy";"PL";"M";"53";"321101";"zachodniopomorskie";"Mierzyn";;;"N";"1315";"0,97"
"zachodniopomorskie";"sejmik";"320000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"3";"Kasznia";"Magdalena Anna";"PL";"K";"37";"321101";"zachodniopomorskie";"Mierzyn";"popierana przez Partię Kobiet";;"N";"3219";"2,38"
"zachodniopomorskie";"sejmik";"320000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"9";"Kazuba";"Anna Krystyna";"PL";"K";"64";"326201";"zachodniopomorskie";"Szczecin";;;"N";"634";"0,47"
"zachodniopomorskie";"sejmik";"320000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"2";"Koś";"Ewa Izabela";"PL";"K";"58";"321101";"zachodniopomorskie";"Wołczkowo";"popierana przez Zielonych 2004";;"T";"3488";"2,58"
"zachodniopomorskie";"sejmik";"320000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"13";"Manduk";"Jerzy Edward";"PL";"M";"61";"321101";"zachodniopomorskie";"Wołczkowo";;;"N";"365";"0,27"
