"Unit";"Level";"TERYT";"Constituency";"List";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Citizenship";"Sex";"Age";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Endorsement";"Statement";"Elected";"Votes quantity";"Votes percent in constituency"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"3";"Andrzejczak";"Bogusław Albin";"PL";"M";"54";"086101";"lubuskie";"Gorzów Wlkp.";;;"T";"1746";"2,44"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"1";"Jędrzejczak";"Tadeusz";"PL";"M";"55";"080104";"lubuskie";"Chwalęcice";;;"T";"13411";"18,76"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"11";"Korczak";"Wiktor Paweł";"PL";"M";"49";"080103";"lubuskie";"Kiełpin";;;"N";"130";"0,18"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"8";"Mazurak";"Bronisław";"PL";"M";"62";"080105";"lubuskie";"Brzeźno";;;"N";"287";"0,40"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"6";"Pawlak";"Józef Zbigniew";"PL";"M";"59";"080602";"lubuskie";"Drezdenko";;;"N";"759";"1,06"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"7";"Piekarski";"Henryk Kazimierz";"PL";"M";"65";"080107";"lubuskie";"Kamień Mały";;;"N";"410";"0,57"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"10";"Płotecka";"Marlena Ewa";"PL";"K";"37";"080604";"lubuskie";"Strzelce Krajeńskie";;;"N";"649";"0,91"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"4";"Popławski";"Emilian Arkadiusz";"PL";"M";"61";"086101";"lubuskie";"Gorzów Wlkp.";;;"N";"229";"0,32"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"12";"Pospieszny";"Marek Paweł";"PL";"M";"59";"086101";"lubuskie";"Gorzów Wlkp.";;;"N";"269";"0,38"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"14";"Rybińska";"Dorota";"PL";"K";"31";"080101";"lubuskie";"Kostrzyn nad Odrą";;;"N";"707";"0,99"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"13";"Sala";"Lech Andrzej";"PL";"M";"62";"086101";"lubuskie";"Gorzów Wlkp.";;;"N";"174";"0,24"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"5";"Tymszan";"Paweł Witold";"PL";"M";"31";"080103";"lubuskie";"Orzelec";;;"N";"1162";"1,63"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"9";"Urban";"Józef Maciej";"PL";"M";"62";"080601";"lubuskie";"Lipinka";;;"N";"278";"0,39"
"lubuskie";"sejmik";"080000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"2";"Winnicka";"Mirosława Weronika";"PL";"K";"43";"080106";"lubuskie";"Janczewo";;;"T";"2297";"3,21"
"lubuskie";"sejmik";"080000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"5";"Beda";"Hubert Piotr";"PL";"M";"30";"086101";"lubuskie";"Gorzów Wlkp.";;;"N";"224";"0,31"
"lubuskie";"sejmik";"080000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"13";"Gudzowska-Kolczyńska";"Magdalena";"PL";"K";"32";"086101";"lubuskie";"Gorzów Wlkp.";;;"N";"142";"0,20"
